video,frame,cost_ratio,n_boxes
gopro_002,1,171.808371,2
gopro_002,2,224.767196,2
gopro_002,3,163.137735,2
gopro_002,4,233.275627,2
gopro_002,5,157.822715,2
gopro_002,6,154.281191,2
gopro_002,7,176.097013,2
gopro_002,8,157.279525,2
gopro_002,9,166.157457,2
gopro_002,10,174.770562,2
gopro_002,11,154.475499,2
gopro_002,12,146.598537,2
gopro_002,13,176.429829,2
gopro_002,14,152.730409,2
gopro_002,15,180.281465,2
gopro_002,16,158.123339,2
gopro_002,17,172.709552,2
gopro_002,18,140.987723,2
gopro_002,19,158.832758,2
gopro_002,20,199.303728,2
gopro_002,21,159.501523,2
gopro_002,22,198.970482,2
gopro_002,23,189.629539,2
gopro_002,24,155.37948,2
gopro_002,25,168.368905,2
gopro_002,26,218.065793,2
gopro_002,27,201.015729,2
gopro_002,28,247.677689,2
gopro_002,29,250.499757,2
gopro_002,30,284.586765,2
gopro_002,31,189.59344,2
gopro_002,32,224.918379,2
gopro_002,33,243.447671,2
gopro_002,34,289.137422,2
gopro_002,35,286.923724,2
gopro_002,36,285.821802,2
gopro_002,37,234.502314,2
gopro_002,38,259.994129,2
gopro_002,39,332.950056,2
gopro_002,40,325.707897,2
gopro_002,41,325.631658,2
gopro_002,42,325.564787,2
gopro_002,43,325.50729,2
gopro_002,44,391.549443,2
gopro_002,45,326.080156,2
gopro_002,46,326.049695,2
gopro_002,47,436.725988,2
gopro_002,48,351.438554,2
gopro_002,49,746.003351,2
gopro_002,50,472.129113,2
gopro_002,51,1057.130785,2
gopro_002,52,438.469171,2
gopro_002,53,947.773546,2
gopro_002,54,353.578919,2
gopro_002,55,554.35004,2
gopro_002,56,1061.539204,2
gopro_002,57,751.150451,2
gopro_002,58,1063.037854,2
gopro_002,59,502.084201,2
gopro_002,60,502.108854,2
gopro_002,61,1064.590754,2
gopro_002,62,952.559666,2
gopro_002,63,1065.399676,2
gopro_002,64,1065.443819,2
gopro_002,65,425.786129,2
gopro_002,66,752.52176,2
gopro_002,67,1065.013362,2
gopro_002,68,2130.76077,2
gopro_002,69,532.534741,2
gopro_002,70,440.935436,2
gopro_002,71,2128.475874,2
gopro_002,72,532.319924,2
gopro_002,73,2130.153387,2
gopro_002,74,502.576774,2
gopro_002,75,1062.83656,2
gopro_002,76,2123.667006,2
gopro_002,77,530.78833,2
gopro_002,79,707.105018,2
gopro_002,81,2118.573445,2
gopro_002,82,2117.161675,2
gopro_002,83,1057.584776,2
gopro_002,85,2113.179018,2
gopro_002,86,1056.301331,2
gopro_002,87,943.857333,2
gopro_002,88,1053.435066,2
gopro_002,89,743.363305,2
gopro_002,90,699.18884,2
gopro_002,91,2094.657356,2
gopro_002,92,739.310492,2
gopro_002,93,1043.38365,2
gopro_002,94,931.633586,2
gopro_002,95,519.533148,2
gopro_002,96,463.051691,2
gopro_002,97,336.655874,2
gopro_002,98,725.995181,2
gopro_002,99,457.564281,2
gopro_002,100,281.060746,2
gopro_002,101,453.110441,2
gopro_002,102,489.540287,2
gopro_002,103,449.558087,2
gopro_002,104,328.974489,2
gopro_002,105,369.706717,2
gopro_002,106,396.184061,2
gopro_002,107,283.318926,2
gopro_002,108,358.086139,2
gopro_002,109,390.45354,2
gopro_002,110,300.639507,2
gopro_002,111,433.497958,2
gopro_002,112,377.007775,2
gopro_002,113,533.892337,2
gopro_002,114,639.745216,2
gopro_002,115,427.708877,2
gopro_002,116,462.006437,2
gopro_002,117,293.332142,2
gopro_002,118,846.806876,2
gopro_002,119,350.292145,2
gopro_002,120,840.424349,2
gopro_002,121,387.877445,2
gopro_002,122,589.989478,2
gopro_002,123,657.618811,2
gopro_002,124,927.879562,2
gopro_002,125,654.601024,2
gopro_002,126,923.612734,2
gopro_002,127,922.175951,2
gopro_002,128,650.569366,2
gopro_002,129,917.913115,2
gopro_002,130,647.555789,2
gopro_002,131,913.652279,2
gopro_002,132,644.543637,2
gopro_002,133,910.108516,2
gopro_002,134,910.824071,2
gopro_002,137,912.256809,2
gopro_002,138,912.277653,2
gopro_002,140,912.277653,2
gopro_002,141,408.626589,2
gopro_002,142,915.181119,2
gopro_002,143,366.800718,2
gopro_002,144,918.828316,2
gopro_002,145,460.502956,2
gopro_002,146,826.029711,2
gopro_002,147,463.028853,2
gopro_002,148,928.245908,2
gopro_002,149,310.391182,2
gopro_002,150,467.420271,2
gopro_002,151,308.695074,2
gopro_002,152,421.972836,2
gopro_002,153,315.977683,2
gopro_002,154,373.5411,2
gopro_002,155,302.76915,2
gopro_002,156,320.860818,2
gopro_002,157,265.959808,2
gopro_002,158,324.549588,2
gopro_002,159,237.582617,2
gopro_002,160,308.879978,2
gopro_002,161,196.983534,2
gopro_002,162,314.977363,2
gopro_002,163,243.185756,2
gopro_002,164,243.96481,2
gopro_002,165,203.220492,2
gopro_002,166,323.024038,2
gopro_002,167,223.125243,2
gopro_002,168,282.868981,2
gopro_002,169,188.332942,2
gopro_002,170,231.465991,2
gopro_002,171,256.01791,2
gopro_002,172,349.186606,2
gopro_002,173,235.998156,2
gopro_002,174,368.815692,2
gopro_002,175,295.104822,2
gopro_002,176,285.467725,2
gopro_002,177,262.618156,2
gopro_002,178,285.009876,2
gopro_002,179,551.518692,2
gopro_002,180,341.781882,2
gopro_002,181,443.768241,2
gopro_002,182,397.397487,2
gopro_002,183,542.073107,2
gopro_002,184,560.201403,2
gopro_002,185,502.757628,2
gopro_002,186,322.629312,2
gopro_002,187,350.241964,2
gopro_002,188,568.205382,2
gopro_002,189,805.687918,2
gopro_002,190,1141.616991,2
gopro_002,191,761.881603,2
gopro_002,192,474.364843,2
gopro_002,193,574.357941,2
gopro_002,194,1029.77096,2
gopro_002,195,815.873165,2
gopro_002,196,817.851467,2
gopro_002,197,2315.228143,2
gopro_002,198,1158.015697,2
gopro_002,199,1037.371102,2
gopro_002,200,1037.812409,2
gopro_002,201,580.501414,2
gopro_002,202,1162.800344,2
gopro_002,203,549.378473,2
gopro_002,204,549.239757,2
gopro_002,205,340.878011,2
gopro_002,206,582.335177,2
gopro_002,207,682.087064,2
gopro_002,208,582.062074,2
gopro_002,209,341.219598,2
gopro_002,210,550.310774,2
gopro_002,211,388.048852,2
gopro_002,212,224.991578,2
gopro_002,213,323.565553,2
gopro_002,214,289.357271,2
gopro_002,215,385.407323,2
gopro_002,216,272.848951,2
gopro_002,217,309.172033,2
gopro_002,218,279.70192,2
gopro_002,219,271.550541,2
gopro_002,220,283.371745,2
gopro_002,221,271.850516,2
gopro_002,222,355.558805,2
gopro_002,223,229.630156,2
gopro_002,224,186.97544,2
gopro_002,225,285.241407,2
gopro_002,226,220.413415,2
gopro_002,227,224.392703,2
gopro_002,228,219.621278,2
gopro_002,229,282.675357,2
gopro_002,230,218.446713,2
gopro_002,231,183.561554,2
gopro_002,232,178.809336,2
gopro_002,233,182.478837,2
gopro_002,234,181.773546,2
gopro_002,235,184.90861,2
gopro_002,236,174.022825,2
gopro_002,237,220.914876,2
gopro_002,238,175.620253,2
gopro_002,239,151.136046,2
gopro_002,240,178.620828,2
gopro_002,241,153.406812,2
gopro_002,242,179.864824,2
gopro_002,243,147.41104,2
gopro_002,244,151.678787,2
gopro_002,245,150.960721,2
gopro_002,246,158.606832,2
gopro_002,247,171.059455,2
gopro_002,248,160.264264,2
gopro_002,249,130.121501,2
gopro_002,250,142.737986,2
gopro_002,251,137.1972,2
gopro_002,252,148.76227,2
gopro_002,253,128.300392,2
gopro_002,254,153.024271,2
gopro_002,255,124.487885,2
gopro_002,256,143.050439,2
gopro_002,257,118.87527,2
gopro_002,258,128.803034,2
gopro_002,259,126.059593,2
gopro_002,260,141.861372,2
gopro_002,261,117.10057,2
gopro_002,262,140.569233,2
gopro_002,263,162.46873,2
gopro_002,264,139.709796,2
gopro_002,265,141.316457,2
gopro_002,266,134.59066,2
gopro_002,267,140.200954,2
gopro_002,268,138.352805,2
gopro_002,269,159.979936,2
gopro_002,270,137.633578,2
gopro_002,271,147.417909,2
gopro_002,272,158.788404,2
gopro_002,273,233.047609,2
gopro_002,274,160.539888,2
gopro_002,275,141.282781,2
gopro_002,276,214.957729,2
gopro_002,277,170.980093,2
gopro_002,278,160.489243,2
gopro_002,279,206.182413,2
gopro_002,280,193.607827,2
gopro_002,281,158.089052,2
gopro_002,282,242.099428,2
gopro_002,283,228.895202,2
gopro_002,284,323.311367,2
gopro_002,285,217.043741,2
gopro_002,286,216.026145,2
gopro_002,287,229.750007,2
gopro_002,288,239.904623,2
gopro_002,289,230.299119,2
gopro_002,290,488.181661,2
gopro_002,291,302.253611,2
gopro_002,292,320.308961,2
gopro_002,293,327.845672,2
gopro_002,294,328.871651,2
gopro_002,295,441.901912,2
gopro_002,296,395.41278,2
gopro_002,297,396.024131,2
gopro_002,298,992.09128,2
gopro_002,299,397.650189,2
gopro_002,300,996.16269,2
gopro_002,301,1995.162426,2
gopro_002,302,893.388106,2
gopro_002,303,1000.56889,2
gopro_002,304,1001.193736,2
gopro_002,305,1001.819396,2
gopro_002,306,501.384231,2
gopro_002,307,1003.714154,2
gopro_002,308,899.306786,2
gopro_002,309,1006.571357,2
gopro_002,310,1007.839821,2
gopro_002,311,1009.109457,2
gopro_002,312,277.143728,2
gopro_002,313,507.258705,2
gopro_002,314,401.091504,2
gopro_002,315,363.18654,2
gopro_002,316,339.812267,2
gopro_002,317,279.482207,2
