video,split,scene,session,resolution,fps,frame,track_id,associated,x,y,w,h,cx,cy,box_area,visible_area,clipped,area_frac,equiv_side,equiv_side_frac
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,36,0,False,1593.0,1465.0,53.0,42.0,1619.5,1486.0,2226.0,2226.0,False,0.000268374,47.1805,0.01638212
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,37,0,False,1594.0,1454.0,53.0,42.0,1620.5,1475.0,2226.0,2226.0,False,0.000268374,47.1805,0.01638212
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,38,0,False,1595.0,1443.0,53.0,42.0,1621.5,1464.0,2226.0,2226.0,False,0.000268374,47.1805,0.01638212
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,39,0,False,1596.0,1432.0,53.0,42.0,1622.5,1453.0,2226.0,2226.0,False,0.000268374,47.1805,0.01638212
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,40,0,False,1597.0,1421.0,53.0,42.0,1623.5,1442.0,2226.0,2226.0,False,0.000268374,47.1805,0.01638212
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,41,0,False,1598.0,1409.0,53.0,42.0,1624.5,1430.0,2226.0,2226.0,False,0.000268374,47.1805,0.01638212
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,42,0,False,1599.0,1398.0,53.0,42.0,1625.5,1419.0,2226.0,2226.0,False,0.000268374,47.1805,0.01638212
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,43,0,False,1600.0,1387.0,53.0,42.0,1626.5,1408.0,2226.0,2226.0,False,0.000268374,47.1805,0.01638212
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,44,0,False,1601.0,1376.0,53.0,43.0,1627.5,1397.5,2279.0,2279.0,False,0.000274764,47.7389,0.016575998
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,45,0,False,1602.0,1365.0,53.0,43.0,1628.5,1386.5,2279.0,2279.0,False,0.000274764,47.7389,0.016575998
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,46,0,False,1603.0,1353.0,53.0,43.0,1629.5,1374.5,2279.0,2279.0,False,0.000274764,47.7389,0.016575998
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,47,0,False,1604.0,1342.0,53.0,44.0,1630.5,1364.0,2332.0,2332.0,False,0.000281154,48.2908,0.016767634
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,48,0,False,1605.0,1331.0,53.0,44.0,1631.5,1353.0,2332.0,2332.0,False,0.000281154,48.2908,0.016767634
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,49,0,False,1606.0,1320.0,53.0,44.0,1632.5,1342.0,2332.0,2332.0,False,0.000281154,48.2908,0.016767634
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,50,0,False,1608.0,1309.0,54.0,45.0,1635.0,1331.5,2430.0,2430.0,False,0.000292969,49.295,0.01711633
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,51,0,False,1610.0,1298.0,53.0,45.0,1636.5,1320.5,2385.0,2385.0,False,0.000287543,48.8365,0.016957105
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,52,0,False,1612.0,1288.0,53.0,45.0,1638.5,1310.5,2385.0,2385.0,False,0.000287543,48.8365,0.016957105
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,53,0,False,1614.0,1277.0,53.0,45.0,1640.5,1299.5,2385.0,2385.0,False,0.000287543,48.8365,0.016957105
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,54,0,False,1616.0,1267.0,53.0,45.0,1642.5,1289.5,2385.0,2385.0,False,0.000287543,48.8365,0.016957105
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,55,0,False,1618.0,1256.0,53.0,45.0,1644.5,1278.5,2385.0,2385.0,False,0.000287543,48.8365,0.016957105
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,56,0,False,1620.0,1246.0,52.0,45.0,1646.0,1268.5,2340.0,2340.0,False,0.000282118,48.3735,0.01679637
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,57,0,False,1622.0,1235.0,52.0,45.0,1648.0,1257.5,2340.0,2340.0,False,0.000282118,48.3735,0.01679637
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,58,0,False,1624.0,1225.0,52.0,45.0,1650.0,1247.5,2340.0,2340.0,False,0.000282118,48.3735,0.01679637
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,59,0,False,1626.0,1214.0,52.0,45.0,1652.0,1236.5,2340.0,2340.0,False,0.000282118,48.3735,0.01679637
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,60,0,False,1628.0,1204.0,52.0,46.0,1654.0,1227.0,2392.0,2392.0,False,0.000288387,48.9081,0.016981971
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,61,0,False,1631.0,1193.0,51.0,45.0,1656.5,1215.5,2295.0,2295.0,False,0.000276693,47.9062,0.016634083
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,62,0,False,1635.0,1183.0,51.0,45.0,1660.5,1205.5,2295.0,2295.0,False,0.000276693,47.9062,0.016634083
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,63,0,False,1638.0,1172.0,51.0,45.0,1663.5,1194.5,2295.0,2295.0,False,0.000276693,47.9062,0.016634083
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,64,0,False,1642.0,1162.0,51.0,44.0,1667.5,1184.0,2244.0,2244.0,False,0.000270544,47.3709,0.016448221
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,65,0,False,1646.0,1151.0,51.0,44.0,1671.5,1173.0,2244.0,2244.0,False,0.000270544,47.3709,0.016448221
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,66,0,False,1649.0,1141.0,51.0,44.0,1674.5,1163.0,2244.0,2244.0,False,0.000270544,47.3709,0.016448221
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,67,0,False,1653.0,1130.0,51.0,43.0,1678.5,1151.5,2193.0,2193.0,False,0.000264395,46.8295,0.016260235
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,68,0,False,1656.0,1120.0,51.0,43.0,1681.5,1141.5,2193.0,2193.0,False,0.000264395,46.8295,0.016260235
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,69,0,False,1660.0,1109.0,51.0,43.0,1685.5,1130.5,2193.0,2193.0,False,0.000264395,46.8295,0.016260235
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,70,0,False,1664.0,1099.0,51.0,43.0,1689.5,1120.5,2193.0,2193.0,False,0.000264395,46.8295,0.016260235
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,71,0,False,1666.0,1089.0,50.0,42.0,1691.0,1110.0,2100.0,2100.0,False,0.000253183,45.8258,0.015911721
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,72,0,False,1669.0,1079.0,50.0,42.0,1694.0,1100.0,2100.0,2100.0,False,0.000253183,45.8258,0.015911721
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,73,0,False,1672.0,1069.0,50.0,42.0,1697.0,1090.0,2100.0,2100.0,False,0.000253183,45.8258,0.015911721
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,74,0,False,1675.0,1059.0,50.0,42.0,1700.0,1080.0,2100.0,2100.0,False,0.000253183,45.8258,0.015911721
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,75,0,False,1678.0,1049.0,50.0,42.0,1703.0,1070.0,2100.0,2100.0,False,0.000253183,45.8258,0.015911721
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,76,0,False,1681.0,1039.0,49.0,42.0,1705.5,1060.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,77,0,False,1684.0,1029.0,49.0,42.0,1708.5,1050.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,78,0,False,1687.0,1019.0,49.0,42.0,1711.5,1040.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,79,0,False,1690.0,1009.0,49.0,42.0,1714.5,1030.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,80,0,False,1693.0,999.0,49.0,42.0,1717.5,1020.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,81,0,False,1695.0,989.0,49.0,42.0,1719.5,1010.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,82,0,False,1697.0,979.0,49.0,42.0,1721.5,1000.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,83,0,False,1699.0,970.0,49.0,42.0,1723.5,991.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,84,0,False,1701.0,960.0,49.0,42.0,1725.5,981.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,85,0,False,1703.0,951.0,49.0,42.0,1727.5,972.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,86,0,False,1705.0,941.0,49.0,42.0,1729.5,962.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,87,0,False,1707.0,931.0,49.0,42.0,1731.5,952.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,88,0,False,1709.0,922.0,49.0,42.0,1733.5,943.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,89,0,False,1711.0,912.0,49.0,42.0,1735.5,933.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,90,0,False,1713.0,903.0,49.0,42.0,1737.5,924.0,2058.0,2058.0,False,0.000248119,45.3652,0.0157518
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,91,0,False,1714.0,895.0,48.0,41.0,1738.0,915.5,1968.0,1968.0,False,0.000237269,44.3621,0.015403523
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,92,0,False,1716.0,887.0,48.0,41.0,1740.0,907.5,1968.0,1968.0,False,0.000237269,44.3621,0.015403523
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,93,0,False,1718.0,879.0,47.0,41.0,1741.5,899.5,1927.0,1927.0,False,0.000232325,43.8976,0.015242225
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,94,0,False,1720.0,871.0,47.0,41.0,1743.5,891.5,1927.0,1927.0,False,0.000232325,43.8976,0.015242225
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,95,0,False,1722.0,863.0,46.0,41.0,1745.0,883.5,1886.0,1886.0,False,0.000227382,43.4281,0.015079202
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,96,0,False,1723.0,855.0,46.0,40.0,1746.0,875.0,1840.0,1840.0,False,0.000221836,42.8952,0.014894174
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,97,0,False,1725.0,847.0,45.0,40.0,1747.5,867.0,1800.0,1800.0,False,0.000217014,42.4264,0.014731391
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,98,0,False,1727.0,839.0,45.0,40.0,1749.5,859.0,1800.0,1800.0,False,0.000217014,42.4264,0.014731391
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,99,0,False,1729.0,831.0,44.0,40.0,1751.0,851.0,1760.0,1760.0,False,0.000212191,41.9524,0.01456679
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,100,0,False,1731.0,823.0,44.0,40.0,1753.0,843.0,1760.0,1760.0,False,0.000212191,41.9524,0.01456679
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,101,0,False,1731.0,816.0,44.0,40.0,1753.0,836.0,1760.0,1760.0,False,0.000212191,41.9524,0.01456679
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,102,0,False,1731.0,810.0,45.0,40.0,1753.5,830.0,1800.0,1800.0,False,0.000217014,42.4264,0.014731391
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,103,0,False,1732.0,803.0,46.0,41.0,1755.0,823.5,1886.0,1886.0,False,0.000227382,43.4281,0.015079202
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,104,0,False,1732.0,797.0,46.0,41.0,1755.0,817.5,1886.0,1886.0,False,0.000227382,43.4281,0.015079202
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,105,0,False,1733.0,790.0,47.0,42.0,1756.5,811.0,1974.0,1974.0,False,0.000237992,44.4297,0.015426986
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,106,0,False,1733.0,784.0,48.0,42.0,1757.0,805.0,2016.0,2016.0,False,0.000243056,44.8999,0.015590239
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,107,0,False,1733.0,777.0,48.0,42.0,1757.0,798.0,2016.0,2016.0,False,0.000243056,44.8999,0.015590239
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,108,0,False,1734.0,771.0,49.0,43.0,1758.5,792.5,2107.0,2107.0,False,0.000254027,45.9021,0.015938219
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,109,0,False,1734.0,764.0,50.0,43.0,1759.0,785.5,2150.0,2150.0,False,0.000259211,46.3681,0.016100032
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,110,0,False,1735.0,758.0,51.0,44.0,1760.5,780.0,2244.0,2244.0,False,0.000270544,47.3709,0.016448221
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,111,0,False,1735.0,752.0,51.0,44.0,1760.5,774.0,2244.0,2244.0,False,0.000270544,47.3709,0.016448221
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,112,0,False,1735.0,746.0,51.0,44.0,1760.5,768.0,2244.0,2244.0,False,0.000270544,47.3709,0.016448221
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,113,0,False,1735.0,740.0,51.0,44.0,1760.5,762.0,2244.0,2244.0,False,0.000270544,47.3709,0.016448221
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,114,0,False,1735.0,734.0,51.0,44.0,1760.5,756.0,2244.0,2244.0,False,0.000270544,47.3709,0.016448221
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,115,0,False,1736.0,728.0,51.0,44.0,1761.5,750.0,2244.0,2244.0,False,0.000270544,47.3709,0.016448221
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,116,0,False,1736.0,722.0,51.0,44.0,1761.5,744.0,2244.0,2244.0,False,0.000270544,47.3709,0.016448221
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,117,0,False,1736.0,716.0,51.0,44.0,1761.5,738.0,2244.0,2244.0,False,0.000270544,47.3709,0.016448221
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,118,0,False,1736.0,710.0,51.0,44.0,1761.5,732.0,2244.0,2244.0,False,0.000270544,47.3709,0.016448221
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,119,0,False,1736.0,704.0,51.0,44.0,1761.5,726.0,2244.0,2244.0,False,0.000270544,47.3709,0.016448221
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,120,0,False,1737.0,699.0,51.0,44.0,1762.5,721.0,2244.0,2244.0,False,0.000270544,47.3709,0.016448221
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,121,0,False,1737.0,694.0,51.0,43.0,1762.5,715.5,2193.0,2193.0,False,0.000264395,46.8295,0.016260235
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,122,0,False,1737.0,690.0,51.0,43.0,1762.5,711.5,2193.0,2193.0,False,0.000264395,46.8295,0.016260235
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,123,0,False,1737.0,685.0,51.0,42.0,1762.5,706.0,2142.0,2142.0,False,0.000258247,46.2817,0.016070051
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,124,0,False,1737.0,681.0,51.0,42.0,1762.5,702.0,2142.0,2142.0,False,0.000258247,46.2817,0.016070051
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,125,0,False,1738.0,676.0,51.0,41.0,1763.5,696.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,126,0,False,1738.0,672.0,51.0,41.0,1763.5,692.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,127,0,False,1738.0,667.0,51.0,40.0,1763.5,687.0,2040.0,2040.0,False,0.000245949,45.1664,0.015682764
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,128,0,False,1738.0,663.0,51.0,40.0,1763.5,683.0,2040.0,2040.0,False,0.000245949,45.1664,0.015682764
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,129,0,False,1738.0,658.0,51.0,39.0,1763.5,677.5,1989.0,1989.0,False,0.0002398,44.5982,0.015485488
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,130,0,False,1739.0,654.0,51.0,39.0,1764.5,673.5,1989.0,1989.0,False,0.0002398,44.5982,0.015485488
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,131,0,False,1739.0,653.0,51.0,39.0,1764.5,672.5,1989.0,1989.0,False,0.0002398,44.5982,0.015485488
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,132,0,False,1739.0,653.0,51.0,39.0,1764.5,672.5,1989.0,1989.0,False,0.0002398,44.5982,0.015485488
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,133,0,False,1739.0,652.0,51.0,39.0,1764.5,671.5,1989.0,1989.0,False,0.0002398,44.5982,0.015485488
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,134,0,False,1739.0,652.0,51.0,39.0,1764.5,671.5,1989.0,1989.0,False,0.0002398,44.5982,0.015485488
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,135,0,False,1739.0,651.0,51.0,40.0,1764.5,671.0,2040.0,2040.0,False,0.000245949,45.1664,0.015682764
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,136,0,False,1739.0,651.0,51.0,40.0,1764.5,671.0,2040.0,2040.0,False,0.000245949,45.1664,0.015682764
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,137,0,False,1739.0,650.0,51.0,40.0,1764.5,670.0,2040.0,2040.0,False,0.000245949,45.1664,0.015682764
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,138,0,False,1739.0,650.0,51.0,40.0,1764.5,670.0,2040.0,2040.0,False,0.000245949,45.1664,0.015682764
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,139,0,False,1739.0,649.0,51.0,40.0,1764.5,669.0,2040.0,2040.0,False,0.000245949,45.1664,0.015682764
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,140,0,False,1739.0,649.0,51.0,41.0,1764.5,669.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,141,0,False,1739.0,650.0,51.0,41.0,1764.5,670.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,142,0,False,1739.0,652.0,51.0,41.0,1764.5,672.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,143,0,False,1739.0,653.0,51.0,41.0,1764.5,673.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,144,0,False,1739.0,655.0,51.0,41.0,1764.5,675.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,145,0,False,1739.0,657.0,51.0,41.0,1764.5,677.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,146,0,False,1739.0,658.0,51.0,41.0,1764.5,678.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,147,0,False,1739.0,660.0,51.0,41.0,1764.5,680.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,148,0,False,1739.0,661.0,51.0,41.0,1764.5,681.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,149,0,False,1739.0,663.0,51.0,41.0,1764.5,683.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,150,0,False,1739.0,665.0,51.0,41.0,1764.5,685.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,151,0,False,1738.0,666.0,51.0,41.0,1763.5,686.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,152,0,False,1737.0,667.0,51.0,41.0,1762.5,687.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,153,0,False,1736.0,668.0,51.0,41.0,1761.5,688.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,154,0,False,1736.0,669.0,51.0,41.0,1761.5,689.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,155,0,False,1735.0,671.0,51.0,41.0,1760.5,691.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,156,0,False,1734.0,672.0,51.0,41.0,1759.5,692.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,157,0,False,1734.0,673.0,51.0,41.0,1759.5,693.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,158,0,False,1733.0,674.0,51.0,41.0,1758.5,694.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,159,0,False,1732.0,675.0,51.0,41.0,1757.5,695.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,160,0,False,1732.0,677.0,51.0,41.0,1757.5,697.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,161,0,False,1730.0,677.0,51.0,41.0,1755.5,697.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,162,0,False,1729.0,678.0,51.0,41.0,1754.5,698.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,163,0,False,1727.0,679.0,51.0,41.0,1752.5,699.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,164,0,False,1726.0,680.0,51.0,41.0,1751.5,700.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,165,0,False,1724.0,681.0,51.0,41.0,1749.5,701.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
2019_10_16_C0003_1700_matrice,train,industrial,ind_2019_10_16,3840x2160,25.0,166,0,False,1723.0,681.0,51.0,41.0,1748.5,701.5,2091.0,2091.0,False,0.000252098,45.7275,0.015877588
