video,split,scene,resolution,frame,variant,gt_x,gt_y,gt_w,gt_h,gt_area,best_coverage,matched_blob_area,n_blobs_in_frame
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,320,none,2106.0,163.0,37.0,29.0,1073.0,0.656104,338,28554
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,321,none,2110.0,171.0,37.0,28.0,1036.0,0.718147,391,27445
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,322,none,2115.0,177.0,37.0,28.0,1036.0,0.772201,377,37544
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,323,none,2120.0,182.0,37.0,28.0,1036.0,0.718147,361,32838
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,324,none,2127.0,189.0,33.0,28.0,924.0,0.838745,409,38236
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,325,none,2135.0,195.0,33.0,28.0,924.0,0.892857,393,31546
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,326,none,2139.0,202.0,37.0,27.0,999.0,0.775776,382,31480
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,327,none,2147.0,208.0,34.0,27.0,918.0,0.941176,369,35561
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,328,none,2156.0,214.0,34.0,27.0,918.0,0.784314,364,30364
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,329,none,2163.0,221.0,37.0,27.0,999.0,0.768769,413,30982
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,330,none,2170.0,228.0,37.0,27.0,999.0,0.75976,371,34703
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,331,none,2180.0,234.0,36.0,26.0,936.0,0.820513,405,29689
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,332,none,2190.0,241.0,36.0,26.0,936.0,0.820513,412,30435
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,333,none,2198.0,247.0,36.0,26.0,936.0,0.74359,365,34011
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,334,none,2208.0,253.0,35.0,26.0,910.0,0.843956,336,29741
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,335,none,2220.0,260.0,35.0,26.0,910.0,0.758242,366,29975
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,336,none,2230.0,267.0,35.0,26.0,910.0,0.783516,404,30586
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,337,none,2239.0,273.0,34.0,26.0,884.0,0.79638,339,35026
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,338,none,2252.0,280.0,34.0,26.0,884.0,0.780543,367,30482
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,339,none,2262.0,286.0,34.0,26.0,884.0,0.760181,345,34078
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,340,none,2273.0,293.0,34.0,26.0,884.0,0.832579,284,29232
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,341,none,2286.0,298.0,34.0,26.0,884.0,0.702489,302,29968
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,342,none,2300.0,304.0,34.0,26.0,884.0,0.671946,317,33506
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,343,none,2310.0,310.0,34.0,26.0,884.0,0.771493,323,29191
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,344,none,2325.0,316.0,34.0,26.0,884.0,0.771493,360,28772
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,345,none,2338.0,322.0,34.0,26.0,884.0,0.791855,292,27771
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,346,none,2352.0,328.0,34.0,26.0,884.0,0.760181,283,37623
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,347,none,2363.0,335.0,34.0,26.0,884.0,0.641403,263,32815
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,348,none,2381.0,340.0,34.0,26.0,884.0,0.728507,308,38174
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,349,none,2394.0,346.0,34.0,26.0,884.0,0.728507,252,31618
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,350,none,2408.0,352.0,34.0,26.0,884.0,0.780543,296,31837
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,351,none,2424.0,357.0,34.0,26.0,884.0,0.771493,276,35756
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,352,none,2440.0,363.0,35.0,26.0,910.0,0.669231,236,30381
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,353,none,2456.0,370.0,35.0,26.0,910.0,0.628571,252,30899
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,354,none,2472.0,375.0,36.0,26.0,936.0,0.650641,260,34637
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,355,none,2487.0,381.0,37.0,26.0,962.0,0.654886,243,29497
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,356,none,2503.0,389.0,37.0,26.0,962.0,0.602911,258,30508
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,357,none,2515.0,393.0,38.0,26.0,988.0,0.712551,291,33777
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,358,none,2537.0,399.0,38.0,26.0,988.0,0.596154,250,29546
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,359,none,2553.0,405.0,39.0,26.0,1014.0,0.524655,271,30252
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,360,none,2570.0,411.0,40.0,27.0,1080.0,0.717593,321,30675
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,361,none,2587.0,416.0,39.0,26.0,1014.0,0.74359,310,34998
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,362,none,2605.0,422.0,39.0,26.0,1014.0,0.757396,311,30699
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,363,none,2622.0,427.0,38.0,26.0,988.0,0.801619,332,34142
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,364,none,2640.0,433.0,38.0,25.0,950.0,0.68,281,29702
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,365,none,2657.0,439.0,38.0,25.0,950.0,0.694737,325,30423
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,366,none,2675.0,444.0,37.0,25.0,925.0,0.648649,318,33737
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,367,none,2692.0,450.0,37.0,24.0,888.0,0.765766,259,29112
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,368,none,2710.0,455.0,36.0,24.0,864.0,0.826389,296,28857
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,369,none,2727.0,461.0,36.0,24.0,864.0,0.659722,289,27928
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,370,none,2745.0,467.0,36.0,24.0,864.0,0.681713,276,37575
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,371,none,2760.0,473.0,36.0,24.0,864.0,0.729167,277,32908
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,372,none,2776.0,479.0,36.0,24.0,864.0,0.789352,317,37745
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,373,none,2791.0,485.0,36.0,24.0,864.0,0.771991,298,31229
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,374,none,2807.0,491.0,36.0,24.0,864.0,0.571759,240,31493
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,375,none,2822.0,497.0,36.0,24.0,864.0,0.549769,234,35318
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,376,none,2839.0,503.0,36.0,24.0,864.0,0.583333,244,30184
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,377,none,2853.0,509.0,36.0,24.0,864.0,0.611111,276,31277
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,378,none,2869.0,515.0,36.0,24.0,864.0,0.439815,234,34981
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,379,none,2884.0,521.0,36.0,24.0,864.0,0.486111,238,29964
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,380,none,2900.0,527.0,36.0,24.0,864.0,0.439815,208,30325
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,381,none,2912.0,533.0,36.0,24.0,864.0,0.662037,255,33744
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,382,none,2924.0,539.0,36.0,24.0,864.0,0.462963,214,29489
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,383,none,2936.0,546.0,36.0,24.0,864.0,0.5,239,30047
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,384,none,2949.0,552.0,36.0,24.0,864.0,0.611111,255,30871
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,385,none,2961.0,559.0,36.0,24.0,864.0,0.452546,189,34453
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,386,none,2973.0,565.0,36.0,24.0,864.0,0.601852,235,30549
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,387,none,2986.0,571.0,36.0,24.0,864.0,0.532407,233,34304
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,388,none,2998.0,578.0,36.0,24.0,864.0,0.601852,250,29467
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,389,none,3010.0,584.0,36.0,24.0,864.0,0.5625,241,30011
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,390,none,3023.0,591.0,36.0,24.0,864.0,0.607639,228,33551
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,391,none,3029.0,597.0,36.0,24.0,864.0,0.527778,186,29446
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,392,none,3036.0,604.0,36.0,24.0,864.0,0.510417,181,28704
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,393,none,3043.0,611.0,36.0,24.0,864.0,0.458333,182,27763
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,394,none,3049.0,617.0,36.0,24.0,864.0,0.458333,169,36743
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,395,none,3059.0,624.0,36.0,24.0,864.0,0.509259,165,32320
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,396,none,3063.0,631.0,36.0,24.0,864.0,0.527778,169,37654
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,397,none,3073.0,637.0,36.0,24.0,864.0,0.439815,147,31085
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,398,none,3078.0,644.0,36.0,24.0,864.0,0.417824,166,30995
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,399,none,3087.0,651.0,32.0,24.0,768.0,0.539062,141,34738
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,400,none,3090.0,658.0,33.0,24.0,792.0,0.551768,131,29519
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,401,none,3097.0,664.0,30.0,23.0,690.0,0.6,127,30064
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,402,none,3098.0,670.0,31.0,22.0,682.0,0.633431,125,33543
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,403,none,3104.0,677.0,29.0,22.0,638.0,0.532915,112,28924
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,404,none,3108.0,684.0,27.0,21.0,567.0,0.518519,90,29502
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,405,none,3110.0,691.0,26.0,21.0,546.0,0.274725,58,32882
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,406,none,3113.0,696.0,26.0,20.0,520.0,0.296154,63,28925
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,407,none,3113.0,704.0,28.0,19.0,532.0,0.473684,91,29750
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,408,none,3117.0,708.0,27.0,19.0,513.0,0.253411,61,29975
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,409,none,3117.0,715.0,26.0,18.0,468.0,0.444444,86,34281
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,410,none,3118.0,719.0,25.0,18.0,450.0,0.293333,66,30038
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,411,none,3118.0,724.0,25.0,18.0,450.0,0.293333,66,33526
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,412,none,3117.0,730.0,25.0,18.0,450.0,0.653333,93,29047
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,413,none,3117.0,736.0,25.0,18.0,450.0,0.693333,94,29672
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,414,none,3116.0,741.0,25.0,18.0,450.0,0.613333,111,33047
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,415,none,3114.0,745.0,25.0,18.0,450.0,0.664444,116,28742
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,416,none,3113.0,751.0,25.0,18.0,450.0,0.586667,107,27898
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,417,none,3110.0,755.0,25.0,18.0,450.0,0.586667,100,26788
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,418,none,3109.0,760.0,25.0,18.0,450.0,0.613333,97,35797
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,419,none,3105.0,765.0,25.0,18.0,450.0,0.56,113,31318
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,420,none,3104.0,769.0,25.0,18.0,450.0,0.586667,130,36597
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,421,none,3100.0,772.0,25.0,17.0,425.0,0.595294,134,30271
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,422,none,3096.0,776.0,25.0,17.0,425.0,0.595294,101,29947
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,423,none,3092.0,780.0,25.0,16.0,400.0,0.4675,95,33672
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,424,none,3088.0,786.0,25.0,16.0,400.0,0.51,89,28474
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,425,none,3084.0,788.0,25.0,15.0,375.0,0.616,120,29342
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,426,none,3081.0,793.0,25.0,15.0,375.0,0.64,99,32879
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,427,none,3077.0,796.0,25.0,14.0,350.0,0.628571,99,28046
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,428,none,3072.0,799.0,25.0,14.0,350.0,0.628571,95,29120
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,429,none,3067.0,803.0,25.0,13.0,325.0,0.812308,103,32215
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,430,none,3064.0,806.0,25.0,13.0,325.0,0.584615,105,28140
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,431,none,3059.0,808.0,25.0,12.0,300.0,0.57,110,29033
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,432,none,3054.0,810.0,25.0,12.0,300.0,0.48,95,29037
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,433,none,3048.0,813.0,25.0,12.0,300.0,0.48,109,32872
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,434,none,3045.0,814.0,25.0,12.0,300.0,0.506667,101,28887
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,435,none,3040.0,818.0,25.0,12.0,300.0,0.506667,102,32461
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,436,none,3035.0,819.0,25.0,12.0,300.0,0.453333,96,27873
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,437,none,3031.0,821.0,25.0,12.0,300.0,0.506667,103,28374
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,438,none,3026.0,823.0,25.0,12.0,300.0,0.533333,97,31815
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,439,none,3021.0,825.0,25.0,12.0,300.0,0.56,105,27365
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,440,none,3017.0,828.0,25.0,12.0,300.0,0.533333,100,26631
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,441,none,3012.0,828.0,25.0,12.0,300.0,0.613333,118,25825
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,442,none,3007.0,829.0,26.0,12.0,312.0,0.721154,116,34649
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,443,none,3002.0,830.0,26.0,12.0,312.0,0.516026,98,30555
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,444,none,2998.0,832.0,27.0,12.0,324.0,0.666667,121,35403
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,445,none,2993.0,834.0,27.0,12.0,324.0,0.638889,108,29093
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,446,none,2988.0,834.0,28.0,12.0,336.0,0.616071,104,29107
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,447,none,2984.0,836.0,28.0,12.0,336.0,0.616071,115,32874
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,448,none,2978.0,835.0,29.0,12.0,348.0,0.66092,113,27672
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,449,none,2974.0,837.0,29.0,12.0,348.0,0.62069,112,28528
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,450,none,2970.0,837.0,30.0,12.0,360.0,0.625,123,32135
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,451,none,2965.0,837.0,30.0,11.0,330.0,0.581818,113,27246
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,452,none,2961.0,837.0,30.0,11.0,330.0,0.557576,114,28053
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,453,none,2955.0,839.0,30.0,11.0,330.0,0.581818,114,31534
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,454,none,2953.0,838.0,30.0,11.0,330.0,0.530303,104,27209
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,455,none,2948.0,838.0,30.0,11.0,330.0,0.630303,106,27902
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,456,none,2944.0,837.0,30.0,11.0,330.0,0.581818,107,28581
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,457,none,2940.0,838.0,30.0,11.0,330.0,0.627273,110,32081
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,458,none,2935.0,839.0,30.0,11.0,330.0,0.6,109,28129
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,459,none,2932.0,838.0,30.0,11.0,330.0,0.557576,106,31540
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,460,none,2928.0,838.0,30.0,11.0,330.0,0.533333,107,27460
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,461,none,2925.0,837.0,30.0,11.0,330.0,0.445455,111,27929
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,462,none,2923.0,836.0,30.0,11.0,330.0,0.533333,105,31361
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,463,none,2920.0,836.0,30.0,11.0,330.0,0.445455,109,27294
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,464,none,2918.0,834.0,30.0,11.0,330.0,0.509091,124,26948
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,465,none,2914.0,834.0,30.0,12.0,360.0,0.511111,110,26008
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,466,none,2912.0,833.0,30.0,12.0,360.0,0.408333,112,34465
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,467,none,2908.0,833.0,30.0,12.0,360.0,0.466667,107,30551
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,468,none,2908.0,833.0,30.0,12.0,360.0,0.511111,115,35354
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,469,none,2902.0,831.0,30.0,12.0,360.0,0.533333,130,29258
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,470,none,2903.0,830.0,30.0,13.0,390.0,0.471795,132,29582
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,471,none,2902.0,828.0,30.0,13.0,390.0,0.471795,132,33422
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,472,none,2901.0,827.0,30.0,13.0,390.0,0.589744,123,28179
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,473,none,2900.0,826.0,30.0,13.0,390.0,0.530769,115,28940
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,474,none,2899.0,825.0,30.0,13.0,390.0,0.553846,129,32304
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,475,none,2899.0,824.0,30.0,13.0,390.0,0.512821,145,28105
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,476,none,2898.0,823.0,30.0,13.0,390.0,0.576923,144,28625
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,477,none,2897.0,822.0,30.0,13.0,390.0,0.641026,141,31971
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,478,none,2896.0,821.0,30.0,13.0,390.0,0.533333,133,27969
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,479,none,2895.0,820.0,30.0,13.0,390.0,0.641026,135,28514
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,480,none,2895.0,819.0,30.0,13.0,390.0,0.705128,147,28635
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,481,none,2896.0,817.0,30.0,13.0,390.0,0.615385,138,32573
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,482,none,2898.0,815.0,30.0,13.0,390.0,0.615385,148,28728
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,483,none,2899.0,813.0,30.0,13.0,390.0,0.641026,143,32129
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,484,none,2901.0,811.0,30.0,13.0,390.0,0.507692,125,27832
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,485,none,2902.0,810.0,30.0,13.0,390.0,0.553846,132,28582
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,486,none,2904.0,808.0,30.0,13.0,390.0,0.553846,138,31446
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,487,none,2905.0,806.0,30.0,13.0,390.0,0.615385,133,27736
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,488,none,2907.0,805.0,30.0,13.0,390.0,0.553846,128,27206
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,489,none,2908.0,805.0,30.0,13.0,390.0,0.589744,134,26366
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,490,none,2910.0,801.0,30.0,13.0,390.0,0.451282,119,34682
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,491,none,2913.0,798.0,30.0,13.0,390.0,0.507692,131,30689
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,492,none,2916.0,795.0,30.0,13.0,390.0,0.553846,145,35417
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,493,none,2920.0,792.0,30.0,13.0,390.0,0.553846,138,29724
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,494,none,2921.0,791.0,30.0,13.0,390.0,0.530769,122,29679
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,495,none,2927.0,787.0,30.0,13.0,390.0,0.564103,131,33590
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,496,none,2927.0,785.0,30.0,13.0,390.0,0.530769,133,28959
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,497,none,2932.0,783.0,30.0,13.0,390.0,0.530769,123,29330
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,498,none,2935.0,779.0,30.0,13.0,390.0,0.512821,108,32738
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,499,none,2939.0,776.0,30.0,13.0,390.0,0.451282,106,30810
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,500,none,2944.0,773.0,30.0,14.0,420.0,0.535714,122,58373
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,501,none,2949.0,769.0,30.0,14.0,420.0,0.438095,106,42341
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,502,none,2954.0,765.0,30.0,14.0,420.0,0.438095,117,41939
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,503,none,2957.0,761.0,30.0,14.0,420.0,0.471429,107,39943
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,504,none,2962.0,757.0,30.0,14.0,420.0,0.438095,95,50486
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,505,none,2968.0,754.0,30.0,14.0,420.0,0.514286,111,37029
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,506,none,2974.0,750.0,30.0,14.0,420.0,0.657143,125,34965
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,507,none,2979.0,745.0,30.0,14.0,420.0,0.45,119,41913
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,508,none,2985.0,741.0,30.0,14.0,420.0,0.45,119,33383
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,509,none,2990.0,737.0,30.0,14.0,420.0,0.366667,105,33041
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,510,none,2996.0,733.0,30.0,15.0,450.0,0.391111,119,38305
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,511,none,3002.0,727.0,30.0,15.0,450.0,0.426667,117,31868
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,512,none,3009.0,722.0,30.0,15.0,450.0,0.391111,108,30516
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,513,none,3016.0,719.0,30.0,15.0,450.0,0.408889,114,29239
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,514,none,3023.0,714.0,30.0,15.0,450.0,0.408889,115,38971
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,515,none,3030.0,709.0,30.0,16.0,480.0,0.61875,149,32897
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,516,none,3037.0,704.0,30.0,16.0,480.0,0.65,137,37964
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,517,none,3044.0,701.0,30.0,16.0,480.0,0.45,128,31197
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,518,none,3051.0,695.0,30.0,13.0,390.0,0.615385,137,31094
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,519,none,3058.0,691.0,30.0,13.0,390.0,0.507692,117,35369
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,520,none,3065.0,682.0,30.0,17.0,510.0,0.509804,131,29910
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,521,none,3072.0,676.0,30.0,17.0,510.0,0.54902,141,30309
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,522,none,3080.0,671.0,30.0,17.0,510.0,0.582353,142,34021
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,523,none,3087.0,666.0,30.0,17.0,510.0,0.496078,138,28980
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,524,none,3096.0,662.0,30.0,15.0,450.0,0.533333,128,29621
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,525,none,3102.0,656.0,30.0,17.0,510.0,0.47451,132,32862
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,526,none,3111.0,649.0,30.0,17.0,510.0,0.713725,141,28960
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,527,none,3118.0,644.0,30.0,17.0,510.0,0.603922,123,29598
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,528,none,3125.0,638.0,30.0,17.0,510.0,0.637255,136,29964
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,529,none,3133.0,631.0,30.0,17.0,510.0,0.713725,131,33701
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,530,none,3141.0,624.0,30.0,17.0,510.0,0.686275,133,29478
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,531,none,3146.0,616.0,30.0,17.0,510.0,0.564706,136,32919
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,532,none,3155.0,612.0,30.0,18.0,540.0,0.596296,126,28836
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,533,none,3160.0,603.0,31.0,19.0,589.0,0.672326,120,29467
