video,split,scene,resolution,frame,x,y,w,h,blob_area,area_frac,coverage,label,gt_index
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,645,3508,649,69,67,952,0.000114776,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,645,1728,981,117,28,1082,0.000130449,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,645,2459,1382,96,20,506,6.1005e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,645,1530,1454,55,69,709,8.5479e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,645,3711,1725,100,46,2172,0.000261863,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,646,3311,330,401,141,13137,0.00158384,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,646,1430,395,432,100,13044,0.001572627,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,646,503,508,261,82,8246,0.000994165,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,646,396,636,78,27,799,9.633e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,646,909,802,95,64,1392,0.000167824,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,646,1020,1006,76,36,836,0.000100791,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,646,3076,1381,87,63,961,0.000115861,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,646,2296,1570,28,44,287,3.4602e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,647,328,0,206,110,6330,0.000763166,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,647,689,19,128,56,1688,0.000203511,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,647,3478,28,362,181,21994,0.002651669,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,647,1431,399,316,94,9852,0.001187789,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,647,1825,482,45,37,838,0.000101032,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,647,503,519,261,72,8255,0.00099525,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,647,2819,612,129,38,2427,0.000292607,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,647,2149,670,53,29,427,5.1481e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,648,1931,465,28,28,222,2.6765e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,648,505,519,259,83,8646,0.00104239,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,648,1911,581,72,54,926,0.000111642,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,648,1122,730,68,29,731,8.8132e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,648,2480,1309,36,30,449,5.4133e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,649,776,0,626,108,20972,0.002528453,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,649,627,112,473,162,15327,0.001847873,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,649,1237,760,334,106,8115,0.000978371,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,649,1271,1232,41,53,501,6.0402e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,649,3691,1399,75,11,304,3.6651e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,650,1398,87,149,110,5564,0.000670814,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,650,547,313,130,72,3372,0.000406539,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,650,2094,623,29,37,383,4.6176e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,650,1333,1139,16,11,64,7.716e-06,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,651,3223,0,267,87,10924,0.001317033,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,651,2807,70,44,30,429,5.1722e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,651,1296,87,249,113,8398,0.00101249,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,651,629,113,478,160,15342,0.001849682,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,651,2016,140,44,63,806,9.7174e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,651,405,198,34,24,331,3.9906e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,651,2009,369,217,169,6291,0.000758464,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,651,1303,570,128,41,2423,0.000292125,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,651,3469,634,38,36,459,5.5339e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,651,1739,1813,29,30,245,2.9538e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,652,1398,90,147,107,5552,0.000669367,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,652,2014,371,211,167,6226,0.000750627,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,652,637,639,56,51,846,0.000101997,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,652,583,654,51,57,851,0.000102599,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,652,1719,1188,60,32,409,4.931e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,652,3086,1622,26,11,92,1.1092e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,653,836,509,44,28,525,6.3296e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,653,1937,742,31,19,213,2.568e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,653,441,860,81,17,438,5.2807e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,653,3691,1125,43,26,466,5.6182e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,654,774,0,633,110,21560,0.002599344,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,654,3221,0,264,87,11083,0.001336203,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,654,1433,398,310,98,10027,0.001208888,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,654,3690,1124,43,25,473,5.7026e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,654,1529,1488,66,75,904,0.000108989,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,655,774,0,628,96,21479,0.002589579,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,655,3219,0,262,89,11211,0.001351635,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,655,3473,29,367,181,21961,0.00264769,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,655,627,113,483,161,15532,0.001872589,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,655,1041,456,149,85,2144,0.000258488,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,655,1058,565,46,35,745,8.982e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,655,2205,887,40,19,362,4.3644e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,655,1719,1190,21,18,144,1.7361e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,655,1559,1503,36,72,603,7.27e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,656,894,378,81,48,1241,0.000149619,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,656,1931,474,25,21,196,2.363e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,657,776,0,626,111,21718,0.002618393,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,657,1434,423,308,73,9877,0.001190803,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,657,5,443,29,24,222,2.6765e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,657,583,654,51,64,915,0.000110315,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,657,2918,699,69,88,1747,0.000210624,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,657,906,804,100,64,1402,0.00016903,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,657,1197,909,77,29,715,8.6203e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,658,500,284,34,29,460,5.5459e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,658,3304,332,408,140,13247,0.001597102,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,658,945,452,93,36,1613,0.000194469,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,658,678,750,54,79,775,9.3437e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,658,1684,811,142,28,1005,0.000121166,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,658,3057,910,46,38,354,4.2679e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,658,1356,974,180,37,2326,0.00028043,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,658,1785,1027,29,19,163,1.9652e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,658,2891,1095,73,34,887,0.00010694,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,658,2333,1270,117,42,1321,0.000159264,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,658,2576,1459,25,36,280,3.3758e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,659,625,114,485,159,15492,0.001867766,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,659,1598,226,358,136,7233,0.000872034,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,659,1230,350,78,58,1378,0.000166136,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,659,2019,374,206,165,6267,0.00075557,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,659,1304,570,136,42,2466,0.000297309,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,659,888,625,197,94,5061,0.000610171,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,659,2502,981,66,23,547,6.5948e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,660,330,0,206,114,6546,0.000789207,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,660,2810,243,134,73,4658,0.000561584,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,660,2691,467,131,66,1749,0.000210865,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,660,554,722,43,23,302,3.641e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,660,1236,761,335,106,8224,0.000991512,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,660,3072,1382,62,53,792,9.5486e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,660,1531,1490,63,69,915,0.000110315,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,660,1962,1595,18,27,153,1.8446e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,660,3717,1722,94,46,2176,0.000262346,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,661,693,25,112,46,1479,0.000178313,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,661,1037,481,46,27,364,4.3885e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,661,443,486,69,60,2264,0.000272955,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,661,3192,701,62,35,693,8.355e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,661,549,722,48,23,337,4.063e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,661,1236,761,335,106,8219,0.00099091,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,661,907,804,94,66,1369,0.000165051,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,661,3278,1659,8,24,75,9.042e-06,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,662,1399,91,150,112,5641,0.000680097,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,662,1433,426,309,72,9796,0.001181038,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,662,1758,1043,28,19,194,2.3389e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,662,1460,1250,76,18,473,5.7026e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,663,1304,119,123,59,2687,0.000323954,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,663,2810,245,132,73,4713,0.000568215,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,663,347,261,43,29,725,8.7408e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,663,1230,350,81,56,1326,0.000159867,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,663,3213,732,91,60,1877,0.000226297,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,663,1625,808,57,27,357,4.3041e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,663,3077,916,25,23,168,2.0255e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,663,2154,1201,31,12,157,1.8928e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,663,2573,1461,32,32,259,3.1226e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,664,1216,568,34,25,449,5.4133e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,664,406,639,66,31,767,9.2472e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,664,2428,690,67,45,962,0.000115982,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,664,3693,1125,43,27,490,5.9076e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,664,3405,1178,37,46,763,9.199e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,664,3691,1399,74,11,318,3.8339e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,664,1718,1822,34,31,301,3.629e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,665,331,0,197,115,6573,0.000792462,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,665,2295,41,29,60,571,6.8842e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,665,1699,180,63,58,1220,0.000147087,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,665,2459,358,73,30,945,0.000113932,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,665,3457,637,41,36,486,5.8594e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,665,1357,974,178,37,2334,0.000281395,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,665,914,1011,78,41,850,0.000102479,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,665,1757,1043,29,19,198,2.3872e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,666,346,262,44,33,758,9.1387e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,666,0,286,435,186,13395,0.001614945,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,666,3302,335,411,139,13314,0.001605179,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,666,945,452,92,38,1644,0.000198206,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,666,1214,566,40,29,508,6.1246e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,666,1302,570,139,45,2514,0.000303096,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,666,1910,583,73,52,920,0.000110918,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,666,1520,632,64,36,644,7.7643e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,666,1828,717,14,11,63,7.595e-06,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,666,3621,846,135,48,1484,0.000178916,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,666,3357,918,33,26,339,4.0871e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,666,2466,1382,89,22,450,5.4253e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,667,1433,426,309,73,9883,0.001191527,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,667,3477,635,97,85,2307,0.000278139,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,667,1460,1251,76,17,551,6.643e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,668,776,0,519,97,18889,0.00227732,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,668,2007,374,218,168,6322,0.000762201,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,668,2688,469,264,63,2937,0.000354094,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,668,497,524,269,72,8448,0.001018519,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,668,1163,599,42,27,437,5.2686e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,668,811,828,96,52,1264,0.000152392,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,669,836,514,43,29,510,6.1487e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,669,1549,1490,52,68,840,0.000101273,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,670,3209,0,275,92,12401,0.001495105,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,670,1859,807,130,33,829,9.9947e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,670,1537,1498,62,59,756,9.1146e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,671,2033,0,93,35,1752,0.000211227,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,671,945,453,94,37,1637,0.000197362,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,671,501,523,265,86,8834,0.001065056,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,671,3070,1383,60,55,719,8.6685e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,672,2030,0,96,34,1728,0.000208333,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,672,1731,254,41,38,337,4.063e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,672,2013,375,212,167,6174,0.000744358,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,672,502,524,264,71,8366,0.001008632,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,672,1729,983,115,26,1012,0.00012201,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,672,1429,1252,31,15,169,2.0375e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,672,2333,1271,106,42,1310,0.000157938,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,672,2477,1306,53,35,483,5.8232e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,672,1549,1466,52,100,1009,0.000121648,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,673,1909,583,87,55,953,0.000114897,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,673,2285,1572,55,54,595,7.1735e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,674,3125,0,59,15,522,6.2934e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,674,1221,340,94,68,1446,0.000174334,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,674,2013,374,212,170,6180,0.000745081,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,674,807,1084,39,22,287,3.4602e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,675,3120,0,64,15,526,6.3416e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,675,3208,0,279,92,12883,0.001553217,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,675,499,523,268,85,8908,0.001073978,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,675,3557,560,55,56,1115,0.000134428,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,675,2025,572,96,49,1612,0.000194348,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,675,912,1015,80,39,802,9.6692e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,676,3664,254,40,25,362,4.3644e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,676,546,323,134,68,3268,0.000394001,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,676,4,441,37,35,339,4.0871e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,676,1436,631,83,49,980,0.000118152,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,676,853,794,67,33,808,9.7415e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,676,817,829,87,50,1174,0.000141541,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,676,3402,1176,35,46,738,8.8976e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,677,332,0,197,119,6979,0.000841411,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,677,1470,57,44,32,621,7.487e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,677,633,118,476,164,15555,0.001875362,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,677,2832,303,258,93,6825,0.000822844,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,677,2008,375,214,167,6255,0.000754123,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,677,1214,569,36,26,515,6.209e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,677,1910,584,86,54,977,0.00011779,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,677,1123,735,63,32,818,9.8621e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,677,1004,844,70,32,799,9.633e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,677,2306,1295,17,31,222,2.6765e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,677,1768,1923,21,16,122,1.4709e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,678,2808,250,132,72,4928,0.000594136,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,678,2832,302,258,94,6882,0.000829716,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,678,1744,403,116,78,3316,0.000399788,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,678,1081,481,114,61,1767,0.000213035,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,678,1742,1196,64,29,461,5.558e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,678,2507,1261,20,18,179,2.1581e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,679,1617,255,111,102,2785,0.000335769,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,679,2017,380,205,164,6178,0.00074484,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,679,1432,407,304,95,10267,0.001237823,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,679,2198,887,44,26,420,5.0637e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,679,1733,984,111,24,1011,0.000121889,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,680,3187,0,281,94,13416,0.001617477,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,680,3302,337,411,139,13579,0.001637129,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,680,805,597,16,16,125,1.507e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,680,812,1085,42,21,333,4.0148e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,680,1077,1181,63,21,445,5.3651e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,681,865,301,53,43,750,9.0422e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,681,1433,411,303,91,10377,0.001251085,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,681,2876,478,75,21,527,6.3537e-05,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,681,450,488,82,61,2352,0.000283565,0.0,negative,-1
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,681,1316,574,124,42,2369,0.000285614,0.0,negative,-1
