video,split,scene,resolution,variant,frames_processed,bin_lo,bin_hi,count
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,29.5285,31.5551,7848
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,31.5551,33.7208,6777
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,33.7208,36.0352,8192
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,36.0352,38.5083,5141
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,38.5083,41.1513,5467
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,41.1513,43.9756,3160
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,43.9756,46.9937,4148
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,46.9937,50.219,4603
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,50.219,53.6656,3054
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,53.6656,57.3488,3385
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,57.3488,61.2848,2801
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,61.2848,65.4909,2330
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,65.4909,69.9857,1813
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,69.9857,74.789,1868
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,74.789,79.9219,1502
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,79.9219,85.4071,1676
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,85.4071,91.2688,1280
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,91.2688,97.5328,1071
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,97.5328,104.2267,1015
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,104.2267,111.38,834
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,111.38,119.0243,837
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,119.0243,127.1932,746
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,127.1932,135.9227,637
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,135.9227,145.2514,551
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,145.2514,155.2203,485
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,155.2203,165.8734,408
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,165.8734,177.2577,361
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,177.2577,189.4233,258
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,189.4233,202.4238,241
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,202.4238,216.3166,239
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,216.3166,231.1629,190
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,231.1629,247.0282,157
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,247.0282,263.9823,126
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,263.9823,282.1,143
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,282.1,301.4611,120
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,301.4611,322.1511,188
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,322.1511,344.261,102
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,344.261,367.8884,60
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,367.8884,393.1374,41
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,393.1374,420.1193,41
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,420.1193,448.953,39
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,448.953,479.7657,21
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,479.7657,512.6931,28
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,512.6931,547.8803,16
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,547.8803,585.4826,11
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,585.4826,625.6656,10
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,625.6656,668.6064,10
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,668.6064,714.4944,15
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,714.4944,763.5317,16
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,763.5317,815.9346,44
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,815.9346,871.934,82
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,871.934,931.7768,67
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,931.7768,995.7267,65
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,995.7267,1064.0657,53
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,1064.0657,1137.0949,48
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,1137.0949,1215.1362,72
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,1215.1362,1298.5337,118
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,1298.5337,1387.655,100
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,1387.655,1482.8929,90
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,1482.8929,1584.6671,24
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,1584.6671,1693.4264,9
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,1693.4264,1809.65,1
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,1809.65,1933.8503,1
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,2066.5748,2208.4085,1
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,2208.4085,2359.9765,5
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,2359.9765,2521.9469,10
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,2521.9469,2695.0338,11
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,2695.0338,2880.0,2
2019_09_02_C0002_3700_mavic,train,industrial,3840x2160,none,928,2880.0,3077.6608,1
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,1.0,1.0625,699136
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,1.9477,2.0694,181361
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,2.9768,3.1628,33179
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,3.7934,4.0304,26930
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,4.8341,5.1361,10889
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,5.7979,6.1601,8442
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,6.9539,7.3884,5232
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,7.85,8.3404,3053
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,8.8615,9.4152,1977
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,9.4152,10.0034,1335
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,10.6284,11.2924,1131
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,11.998,12.7476,724
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,12.7476,13.544,748
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,13.544,14.3902,571
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,14.3902,15.2892,663
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,15.2892,16.2445,485
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,16.2445,17.2594,310
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,17.2594,18.3377,258
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,18.3377,19.4834,261
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,19.4834,20.7007,248
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,20.7007,21.994,218
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,21.994,23.3681,480
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,23.3681,24.8281,154
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,24.8281,26.3793,263
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,26.3793,28.0274,159
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,28.0274,29.7785,62
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,29.7785,31.639,191
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,31.639,33.6157,129
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,33.6157,35.7159,111
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,35.7159,37.9473,130
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,37.9473,40.3182,145
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,40.3182,42.8372,56
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,42.8372,45.5135,60
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,45.5135,48.3571,41
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,48.3571,51.3783,60
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,51.3783,54.5883,38
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,54.5883,57.9988,42
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,57.9988,61.6224,62
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,61.6224,65.4724,50
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,65.4724,69.563,39
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,69.563,73.9091,82
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,73.9091,78.5267,57
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,78.5267,83.4329,65
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,83.4329,88.6455,50
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,88.6455,94.1839,55
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,94.1839,100.0682,10
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,100.0682,106.3202,18
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,106.3202,112.9628,35
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,112.9628,120.0205,39
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,120.0205,127.519,26
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,127.519,135.4861,113
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,135.4861,143.9509,143
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,143.9509,152.9446,160
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,152.9446,162.5001,54
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,162.5001,172.6527,53
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,172.6527,183.4396,54
2019_09_02_GOPR5871_1058_solo,train,industrial,1920x1080,none,725,183.4396,194.9004,7
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,1.0,1.0686,10196675
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,1.9421,2.0754,2869837
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,2.8924,3.0909,1319816
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,3.7719,4.0308,782285
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,4.919,5.2566,494373
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,5.6174,6.0029,336402
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,6.8552,7.3257,239636
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,7.8285,8.3657,175575
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,8.9399,9.5535,133765
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,9.5535,10.2091,105701
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,10.9098,11.6586,84546
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,11.6586,12.4587,69679
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,12.4587,13.3138,57408
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,13.3138,14.2276,47908
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,14.2276,15.204,41093
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,15.204,16.2475,35245
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,16.2475,17.3626,30361
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,17.3626,18.5543,26628
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,18.5543,19.8277,23397
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,19.8277,21.1885,39591
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,21.1885,22.6427,16924
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,22.6427,24.1967,28950
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,24.1967,25.8574,12428
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,25.8574,27.6321,21749
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,27.6321,29.5285,17887
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,29.5285,31.5551,15694
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,31.5551,33.7208,13515
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,33.7208,36.0352,17001
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,36.0352,38.5083,9314
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,38.5083,41.1513,12175
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,41.1513,43.9756,6980
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,43.9756,46.9937,9362
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,46.9937,50.219,10483
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,50.219,53.6656,6624
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,53.6656,57.3488,7559
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,57.3488,61.2848,6198
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,61.2848,65.4909,5295
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,65.4909,69.9857,4602
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,69.9857,74.789,5045
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,74.789,79.9219,4487
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,79.9219,85.4071,4374
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,85.4071,91.2688,3582
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,91.2688,97.5328,2949
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,97.5328,104.2267,3043
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,104.2267,111.38,2880
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,111.38,119.0243,2812
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,119.0243,127.1932,2665
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,127.1932,135.9227,2256
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,135.9227,145.2514,2435
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,145.2514,155.2203,2048
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,155.2203,165.8734,1847
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,165.8734,177.2577,1989
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,177.2577,189.4233,1868
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,189.4233,202.4238,1767
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,202.4238,216.3166,1747
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,216.3166,231.1629,1481
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,231.1629,247.0282,1460
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,247.0282,263.9823,1468
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,263.9823,282.1,1322
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,282.1,301.4611,1253
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,301.4611,322.1511,1325
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,322.1511,344.261,1311
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,344.261,367.8884,1257
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,367.8884,393.1374,1103
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,393.1374,420.1193,882
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,420.1193,448.953,673
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,448.953,479.7657,594
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,479.7657,512.6931,656
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,512.6931,547.8803,580
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,547.8803,585.4826,619
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,585.4826,625.6656,615
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,625.6656,668.6064,492
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,668.6064,714.4944,401
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,714.4944,763.5317,415
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,763.5317,815.9346,335
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,815.9346,871.934,478
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,871.934,931.7768,505
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,931.7768,995.7267,448
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,995.7267,1064.0657,624
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,1064.0657,1137.0949,694
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,1137.0949,1215.1362,516
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,1215.1362,1298.5337,462
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,1298.5337,1387.655,389
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,1387.655,1482.8929,369
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,1482.8929,1584.6671,326
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,1584.6671,1693.4264,302
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,1693.4264,1809.65,101
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,1809.65,1933.8503,78
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,1933.8503,2066.5748,93
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,2066.5748,2208.4085,124
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,2208.4085,2359.9765,218
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,2359.9765,2521.9469,194
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,2521.9469,2695.0338,169
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,2695.0338,2880.0,69
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,2880.0,3077.6608,54
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,3077.6608,3288.8876,78
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,3288.8876,3514.6113,55
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,3514.6113,3755.8269,59
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,3755.8269,4013.5977,86
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,4013.5977,4289.0599,65
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,4289.0599,4583.4277,35
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,4583.4277,4897.9986,37
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,4897.9986,5234.1592,20
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,5234.1592,5593.3912,21
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,5593.3912,5977.2781,60
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,5977.2781,6387.5121,134
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,6387.5121,6825.9013,12
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,6825.9013,7294.3782,9
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,7294.3782,7795.0077,79
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,7795.0077,8329.9965,105
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,8329.9965,8901.7028,91
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,8901.7028,9512.6466,37
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,9512.6466,10165.5208,48
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,10165.5208,10863.2032,84
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,10863.2032,11608.7691,157
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,11608.7691,12405.5049,369
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,12405.5049,13256.9224,260
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,13256.9224,14166.7746,8
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,14166.7746,15139.0721,4
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,15139.0721,16178.1004,7
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,16178.1004,17288.4396,5
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,17288.4396,18474.9839,9
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,18474.9839,19742.9633,13
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,19742.9633,21097.967,12
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,21097.967,22545.9677,8
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,22545.9677,24093.3479,4
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,24093.3479,25746.9282,18
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,25746.9282,27513.9974,141
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,27513.9974,29402.3446,93
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,29402.3446,31420.2933,108
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,31420.2933,33576.7382,68
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,33576.7382,35881.1848,126
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,35881.1848,38343.7908,103
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,38343.7908,40975.4109,125
2019_10_16_C0003_1700_matrice,train,industrial,3840x2160,none,1576,40975.4109,43787.6449,63
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,1.0,1.0686,585787
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,1.9421,2.0754,87267
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,2.8924,3.0909,13339
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,3.7719,4.0308,3712
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,4.919,5.2566,1007
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,5.6174,6.0029,612
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,6.8552,7.3257,626
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,7.8285,8.3657,401
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,8.9399,9.5535,353
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,9.5535,10.2091,276
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,10.9098,11.6586,245
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,11.6586,12.4587,271
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,12.4587,13.3138,216
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,13.3138,14.2276,202
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,14.2276,15.204,178
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,15.204,16.2475,169
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,16.2475,17.3626,153
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,17.3626,18.5543,161
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,18.5543,19.8277,117
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,19.8277,21.1885,200
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,21.1885,22.6427,96
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,22.6427,24.1967,154
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,24.1967,25.8574,78
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,25.8574,27.6321,112
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,27.6321,29.5285,100
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,29.5285,31.5551,92
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,31.5551,33.7208,100
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,33.7208,36.0352,137
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,36.0352,38.5083,99
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,38.5083,41.1513,160
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,41.1513,43.9756,97
2019_11_14_C0001_3922_matrice,val,industrial,3840x2160,none,2601,43.9756,46.9937,141
